layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
1,4,Sigmoid,10,0.1,16,0.06732696578465402,0.008383992108592335,0.7164672613143921,93.26730342153459
1,4,Sigmoid,10,0.1,32,0.0761549199912697,0.009910976792611851,0.6648272275924683,92.38450800087304
1,4,Sigmoid,10,0.1,64,0.0338641543937847,0.004845238335988653,0.8361420631408691,96.61358456062153
1,4,Sigmoid,10,0.1,128,0.19814024049416185,0.05008452461532062,-0.6937756538391113,80.18597595058381
1,4,Sigmoid,10,0.1,256,0.06420554061979056,0.01513549010669733,0.48814278841018677,93.57944593802094
1,4,Sigmoid,10,0.1,512,0.056195869337767365,0.007947885886110798,0.7312157154083252,94.38041306622327
1,4,Sigmoid,10,0.01,16,0.04788460037112236,0.025672738591697795,0.13179057836532593,95.21153996288776
1,4,Sigmoid,10,0.01,32,0.0915735278353095,0.026772834333976998,0.09458708763122559,90.84264721646905
1,4,Sigmoid,10,0.01,64,0.06495874568331056,0.014274334549152666,0.5172656774520874,93.50412543166895
1,4,Sigmoid,10,0.01,128,0.04667909605661407,0.02253785716605428,0.23780697584152222,95.33209039433859
1,4,Sigmoid,10,0.01,256,0.05926095173228532,0.0087973785271768,0.7024872303009033,94.07390482677147
1,4,Sigmoid,10,0.01,512,0.05996264093788341,0.01669513728144717,0.4353981614112854,94.00373590621166
1,4,Sigmoid,10,0.001,16,0.1696049774698913,0.07609565616388003,-1.5734291076660156,83.03950225301087
1,4,Sigmoid,10,0.001,32,0.26643095070496203,0.16058525983763883,-4.430727481842041,73.3569049295038
1,4,Sigmoid,10,0.001,64,0.5013956528529525,0.49175064887042386,-15.630193710327148,49.86043471470475
1,4,Sigmoid,10,0.001,128,0.5884397126883268,0.49108837814291983,-15.607795715332031,41.15602873116732
1,4,Sigmoid,10,0.001,256,0.2468242414277047,0.1264767636243356,-3.2772345542907715,75.31757585722954
1,4,Sigmoid,10,0.001,512,0.1252926403004676,0.03414143143327744,-0.15460658073425293,87.47073596995324
1,4,Sigmoid,10,0.0001,16,0.6057685559317469,0.5798703251970718,-18.610252380371094,39.42314440682531
1,4,Sigmoid,10,0.0001,32,0.4138213456384838,0.30544753648530376,-9.329728126525879,58.61786543615162
1,4,Sigmoid,10,0.0001,64,0.26035484539717435,0.14230684701170426,-3.812582015991211,73.96451546028257
1,4,Sigmoid,10,0.0001,128,0.2433145266622305,0.14216172330060778,-3.807673931121826,75.66854733377694
1,4,Sigmoid,10,0.0001,256,0.25451985228527335,0.22103433891478963,-6.475015163421631,74.54801477147267
1,4,Sigmoid,10,0.0001,512,0.3944028506055474,0.3107072250523346,-9.50760269165039,60.55971493944525
1,4,Sigmoid,25,10.0,16,124.51186618423462,29296.176354337364,-990747.125,-12351.186618423462
1,4,Sigmoid,25,10.0,32,27.552325853347778,1347.214841407836,-45559.5703125,-2655.232585334778
1,4,Sigmoid,25,10.0,64,148.78769150733947,40990.4556710484,-1386228.25,-14778.769150733948
1,4,Sigmoid,25,10.0,128,141.84296195316315,34775.92292025582,-1176063.125,-14084.296195316316
1,4,Sigmoid,25,10.0,256,157.48556531906127,52300.227333874755,-1768706.0,-15648.556531906126
1,4,Sigmoid,25,10.0,512,364.69249407315255,237058.24072758955,-8016916.0,-36369.249407315256
1,4,Sigmoid,25,1.0,16,1.1372957043647767,2.8713799468268006,-96.10530853271484,-13.729570436477667
1,4,Sigmoid,25,1.0,32,0.7210206459760666,1.152515859857804,-37.97617721557617,27.897935402393337
1,4,Sigmoid,25,1.0,64,1.5793157461881637,5.144453996500004,-172.97691345214844,-57.93157461881637
1,4,Sigmoid,25,1.0,128,1.8921379653960466,6.781326230531139,-228.3332061767578,-89.21379653960466
1,4,Sigmoid,25,1.0,256,1.8708504480719566,4.130155746605622,-138.67501831054688,-87.08504480719566
1,4,Sigmoid,25,1.0,512,1.4387560770511627,4.207252538680245,-141.2823028564453,-43.87560770511627
1,4,Sigmoid,25,0.1,16,0.07469469752907754,0.008083376124414733,0.726633608341217,92.53053024709224
1,4,Sigmoid,25,0.1,32,0.027497669409494847,0.004570794457187019,0.8454232811927795,97.25023305905052
1,4,Sigmoid,25,0.1,64,0.03157774572819471,0.006872992396744846,0.7675668001174927,96.84222542718052
1,4,Sigmoid,25,0.1,128,0.0253377622384578,0.005020267515119489,0.8302228450775146,97.46622377615421
1,4,Sigmoid,25,0.1,256,0.030013583414256573,0.004399624632622741,0.8512119650840759,96.99864165857434
1,4,Sigmoid,25,0.1,512,0.031904179393313824,0.005230336446603579,0.8231186866760254,96.80958206066862
1,4,Sigmoid,25,0.01,16,0.04680120015889406,0.006356813003404033,0.7850230932235718,95.31987998411059
1,4,Sigmoid,25,0.01,32,0.04024389643408358,0.006441396840794723,0.7821626663208008,95.97561035659164
1,4,Sigmoid,25,0.01,64,0.055211043052375314,0.009536577684536073,0.6774887442588806,94.47889569476247
1,4,Sigmoid,25,0.01,128,0.05290384974516928,0.007787135579823537,0.7366520166397095,94.70961502548307
1,4,Sigmoid,25,0.01,256,0.05112989418487996,0.006659523420832861,0.7747859358787537,94.887010581512
1,4,Sigmoid,25,0.01,512,0.06071702492237091,0.013659476343585377,0.5380591154098511,93.9282975077629
1,4,Sigmoid,25,0.001,16,0.22168060946464538,0.10504130506511317,-2.5523228645324707,77.83193905353546
1,4,Sigmoid,25,0.001,32,0.4909086333140731,0.26803534398848317,-8.0645112991333,50.909136668592694
1,4,Sigmoid,25,0.001,64,0.2371803813688457,0.07510693174442296,-1.539992094039917,76.28196186311543
1,4,Sigmoid,25,0.001,128,0.13783909397944807,0.15431425799044715,-4.218652248382568,86.21609060205519
1,4,Sigmoid,25,0.001,256,0.33043890810385346,0.2881843348061832,-8.745916366577148,66.95610918961465
1,4,Sigmoid,25,0.001,512,0.23856178437173367,0.09261579936771691,-2.132112741470337,76.14382156282663
1,4,Sigmoid,25,0.0001,16,0.5027940795347094,0.3320458067935411,-10.229238510131836,49.720592046529056
1,4,Sigmoid,25,0.0001,32,0.1952940714750439,0.06216978004897917,-1.1024789810180664,80.4705928524956
1,4,Sigmoid,25,0.0001,64,0.316260569691658,0.18761735142611757,-5.344907283782959,68.3739430308342
1,4,Sigmoid,25,0.0001,128,0.2969519352540374,0.20929628851722848,-6.078053951263428,70.30480647459626
1,4,Sigmoid,25,0.0001,256,0.4253239231407642,0.34060331545429223,-10.51863956451416,57.46760768592358
1,4,Sigmoid,25,0.0001,512,0.18773900954052805,0.15319295136977523,-4.180732250213623,81.2260990459472
1,4,Sigmoid,50,10.0,16,20.52930192756653,428.6839429490396,-14496.3798828125,-1952.9301927566528
1,4,Sigmoid,50,10.0,32,10.07326767361164,214.88905322891108,-7266.19189453125,-907.3267673611641
1,4,Sigmoid,50,10.0,64,47.63253123474121,2410.5114366373373,-81518.5078125,-4663.253123474121
1,4,Sigmoid,50,10.0,128,36.0549319460392,2307.8315480281517,-78046.0390625,-3505.4931946039196
1,4,Sigmoid,50,10.0,256,22.14634714770317,994.4838470659781,-33630.79296875,-2114.6347147703173
1,4,Sigmoid,50,10.0,512,19.418819896697997,604.4699879138944,-20441.173828125,-1841.8819896697996
1,4,Sigmoid,50,1.0,16,0.07763404635014012,0.020698177016366365,0.3000219464302063,92.23659536498599
1,4,Sigmoid,50,1.0,32,0.4829284061789513,0.29175996798476295,-8.866837501525879,51.70715938210487
1,4,Sigmoid,50,1.0,64,0.6258578088283538,0.7067049912298234,-22.89958953857422,37.41421911716461
1,4,Sigmoid,50,1.0,128,0.5363347615599632,0.38990315434608874,-12.18587875366211,46.36652384400368
1,4,Sigmoid,50,1.0,256,0.19135318887233735,0.16123528950597085,-4.452710151672363,80.86468111276626
1,4,Sigmoid,50,1.0,512,0.504217849612236,0.4439409761673701,-14.013348579406738,49.5782150387764
1,4,Sigmoid,50,0.1,16,0.01735683798417449,0.0036779270043715085,0.8756186366081238,98.26431620158255
1,4,Sigmoid,50,0.1,32,0.010180004127323627,0.0034897968779076588,0.881980836391449,98.98199958726764
1,4,Sigmoid,50,0.1,64,0.01634232938522473,0.003979775442503325,0.8654106259346008,98.36576706147753
1,4,Sigmoid,50,0.1,128,0.013001327925827354,0.0034204535064318335,0.8843259215354919,98.69986720741727
1,4,Sigmoid,50,0.1,256,0.01772242933511734,0.00340532563322887,0.8848375082015991,98.22775706648827
1,4,Sigmoid,50,0.1,512,0.012683032318949699,0.0034098401028333624,0.8846848607063293,98.73169676810502
1,4,Sigmoid,50,0.01,16,0.013230566482059657,0.0033815068090021824,0.8856430649757385,98.67694335179404
1,4,Sigmoid,50,0.01,32,0.0227878904491663,0.004084932470984849,0.8618543148040771,97.72121095508336
1,4,Sigmoid,50,0.01,64,0.023317997549660505,0.003989022038154187,0.8650978803634644,97.66820024503396
1,4,Sigmoid,50,0.01,128,0.018274401096627115,0.003764803938017235,0.8726805448532104,98.17255989033728
1,4,Sigmoid,50,0.01,256,0.019388392706401646,0.003494968862556908,0.881805956363678,98.06116072935983
1,4,Sigmoid,50,0.01,512,0.016047496545128524,0.003714426123646473,0.8743842840194702,98.39525034548716
1,4,Sigmoid,50,0.001,16,0.33805369001626967,0.15640071799582075,-4.289213180541992,66.19463099837304
1,4,Sigmoid,50,0.001,32,0.07901195117086172,0.01346274985821138,0.5447121262550354,92.09880488291383
1,4,Sigmoid,50,0.001,64,0.21559536591172218,0.06439021699971244,-1.1775703430175781,78.44046340882778
1,4,Sigmoid,50,0.001,128,0.1115862163156271,0.02435288572437451,0.1764257550239563,88.84137836843729
1,4,Sigmoid,50,0.001,256,0.0644553452692926,0.015365899276005434,0.4803507328033447,93.55446547307074
1,4,Sigmoid,50,0.001,512,0.11405458210408688,0.07888710067981528,-1.6678309440612793,88.5945417895913
1,4,Sigmoid,50,0.0001,16,0.2683374043703079,0.12747252528124378,-3.3109097480773926,73.1662595629692
1,4,Sigmoid,50,0.0001,32,0.39709925548732283,0.34211354883263784,-10.569714546203613,60.290074451267714
1,4,Sigmoid,50,0.0001,64,0.23995085910335184,0.15934317310647578,-4.388721942901611,76.00491408966481
1,4,Sigmoid,50,0.0001,128,0.3799424125403166,0.4142464399830198,-13.009127616882324,62.00575874596834
1,4,Sigmoid,50,0.0001,256,0.4393854560777545,0.26603910375908363,-7.997001647949219,56.061454392224555
1,4,Sigmoid,50,0.0001,512,0.5354700039327145,0.32264236441490257,-9.911230087280273,46.452999606728554
1,4,Sigmoid,100,10.0,16,1.6722726042270661,3.8903406054013656,-130.5648651123047,-67.22726042270662
1,4,Sigmoid,100,10.0,32,0.8635132873058319,1.3999678030818445,-46.34458923339844,13.648671269416813
1,4,Sigmoid,100,10.0,64,0.2618335211277008,0.11510864646599692,-2.8927838802337646,73.81664788722992
1,4,Sigmoid,100,10.0,128,7.764240653991699,109.41404620959935,-3699.20166015625,-676.4240653991699
1,4,Sigmoid,100,10.0,256,2.11885489577055,8.627104804362709,-290.7543640136719,-111.885489577055
1,4,Sigmoid,100,10.0,512,2.9016748809814454,9.220477972443446,-310.8212890625,-190.16748809814453
1,4,Sigmoid,100,1.0,16,0.020615235447883604,0.0038404032914787934,0.8701239228248596,97.93847645521164
1,4,Sigmoid,100,1.0,32,0.03278242993354798,0.005797657764686733,0.803932785987854,96.7217570066452
1,4,Sigmoid,100,1.0,64,0.028956909507513045,0.003843491353460843,0.8700194954872131,97.1043090492487
1,4,Sigmoid,100,1.0,128,0.025858228623867035,0.003962290751991737,0.8660019040107727,97.4141771376133
1,4,Sigmoid,100,1.0,256,0.030323868790641428,0.003799265431589232,0.871515154838562,96.96761312093585
1,4,Sigmoid,100,1.0,512,0.028400310948491096,0.004068870907894742,0.8623975515365601,97.15996890515089
1,4,Sigmoid,100,0.1,16,0.00935653499653563,0.0032765300551081066,0.8891931772232056,99.06434650034643
1,4,Sigmoid,100,0.1,32,0.010600552347954362,0.0031819996196143186,0.8923900127410889,98.93994476520457
1,4,Sigmoid,100,0.1,64,0.00956944307917729,0.003286964128990535,0.8888403177261353,99.04305569208228
1,4,Sigmoid,100,0.1,128,0.009620678506791592,0.0032946273127155467,0.8885811567306519,99.03793214932084
1,4,Sigmoid,100,0.1,256,0.00982426901999861,0.0032659754658554458,0.8895500898361206,99.01757309800014
1,4,Sigmoid,100,0.1,512,0.009275324813090265,0.0033078421276572273,0.888134241104126,99.07246751869097
1,4,Sigmoid,100,0.01,16,0.010429245032370091,0.003309507591761453,0.8880779147148132,98.957075496763
1,4,Sigmoid,100,0.01,32,0.011510611951351165,0.003352039999234826,0.8866395950317383,98.84893880486489
1,4,Sigmoid,100,0.01,64,0.00988324923068285,0.0032992588728245533,0.8884245157241821,99.01167507693171
1,4,Sigmoid,100,0.01,128,0.010184053242206573,0.0032832837532581916,0.8889647722244263,98.98159467577933
1,4,Sigmoid,100,0.01,256,0.010891979336738586,0.0032845238136518713,0.8889228701591492,98.91080206632614
1,4,Sigmoid,100,0.01,512,0.00893013859540224,0.0033201172950112568,0.8877191543579102,99.10698614045977
1,4,Sigmoid,100,0.001,16,0.27575669303536415,0.08817211800815844,-1.981834888458252,72.42433069646358
1,4,Sigmoid,100,0.001,32,0.25601263497024773,0.07448093338426272,-1.5188217163085938,74.39873650297523
1,4,Sigmoid,100,0.001,64,0.28666505859792235,0.08774934374122484,-1.9675374031066895,71.33349414020776
1,4,Sigmoid,100,0.001,128,0.07417503378540277,0.017708313218520677,0.401134192943573,92.58249662145973
1,4,Sigmoid,100,0.001,256,0.08743244173377752,0.01466048641972335,0.504206657409668,91.25675582662225
1,4,Sigmoid,100,0.001,512,0.1453598893135786,0.029863510701952253,-0.009934425354003906,85.46401106864214
1,4,Sigmoid,100,0.0001,16,0.18584482755512,0.10102578273994695,-2.4165244102478027,81.415517244488
1,4,Sigmoid,100,0.0001,32,0.1393130729533732,0.0760941912630077,-1.5733795166015625,86.06869270466268
1,4,Sigmoid,100,0.0001,64,0.30606291273795067,0.20408566361200298,-5.901838779449463,69.39370872620493
1,4,Sigmoid,100,0.0001,128,0.24611386851593853,0.07715933235880809,-1.609400749206543,75.38861314840615
1,4,Sigmoid,100,0.0001,256,0.2031444278880954,0.08930359036632676,-2.020099401473999,79.68555721119046
1,4,Sigmoid,100,0.0001,512,0.26465888153016565,0.21826930533566316,-6.381505966186523,73.53411184698344
1,4,Sigmoid,250,10.0,16,0.06497696471214294,0.01615465569432547,0.45367634296417236,93.5023035287857
1,4,Sigmoid,250,10.0,32,1.9590659408271314,4.978289642473527,-167.3574981689453,-95.90659408271314
1,4,Sigmoid,250,10.0,64,0.038549546718597415,0.005175528818900375,0.8249721527099609,96.14504532814026
1,4,Sigmoid,250,10.0,128,0.07439860746636986,0.023860565956086783,0.1930752396583557,92.56013925336302
1,4,Sigmoid,250,10.0,256,0.025310216903686525,0.00389522221180232,0.8682700395584106,97.46897830963135
1,4,Sigmoid,250,10.0,512,0.03628323936462402,0.005089053186011597,0.8278966546058655,96.3716760635376
1,4,Sigmoid,250,1.0,16,0.009363841116428375,0.0032939404574655004,0.8886044025421143,99.06361588835716
1,4,Sigmoid,250,1.0,32,0.01004274606704712,0.0032977337538999192,0.8884761333465576,98.99572539329529
1,4,Sigmoid,250,1.0,64,0.009318063020706176,0.003293606086485454,0.8886156678199768,99.06819369792939
1,4,Sigmoid,250,1.0,128,0.009331656575202942,0.003293164378529724,0.8886306285858154,99.06683434247971
1,4,Sigmoid,250,1.0,256,0.014615760922431945,0.0035481205019239326,0.8800084590911865,98.5384239077568
1,4,Sigmoid,250,1.0,512,0.009329769372940064,0.0032933062878414032,0.8886258602142334,99.067023062706
1,4,Sigmoid,250,0.1,16,0.009331532083451747,0.0032954325241796234,0.8885539174079895,99.06684679165483
1,4,Sigmoid,250,0.1,32,0.009373574648052455,0.003297054419493911,0.8884990811347961,99.06264253519475
1,4,Sigmoid,250,0.1,64,0.009317422637715936,0.003293137962275091,0.8886315226554871,99.0682577362284
1,4,Sigmoid,250,0.1,128,0.014890716299880296,0.0032523337030036,0.8900114893913269,98.51092837001197
1,4,Sigmoid,250,0.1,256,0.009297857083380223,0.0032913390031319126,0.8886923789978027,99.07021429166197
1,4,Sigmoid,250,0.1,512,0.012982068836688995,0.003196796714905875,0.8918896317481995,98.7017931163311
1,4,Sigmoid,250,0.01,16,0.010851851235143841,0.003308093669731252,0.8881257772445679,98.91481487648561
1,4,Sigmoid,250,0.01,32,0.009335651643574238,0.0032927045296271816,0.8886461853981018,99.06643483564258
1,4,Sigmoid,250,0.01,64,0.009619027197360993,0.0032948087162949207,0.88857501745224,99.0380972802639
1,4,Sigmoid,250,0.01,128,0.009325978696346283,0.0032933441049860647,0.8886245489120483,99.06740213036537
1,4,Sigmoid,250,0.01,256,0.00933870918303728,0.0032935732607842797,0.8886168003082275,99.06612908169627
1,4,Sigmoid,250,0.01,512,0.009326669529080392,0.0032933411528740402,0.8886246681213379,99.06733304709196
1,4,Sigmoid,250,0.001,16,0.13168459685146808,0.020476166713036405,0.3075299859046936,86.8315403148532
1,4,Sigmoid,250,0.001,32,0.01938667441159487,0.003551836609060807,0.8798827528953552,98.0613325588405
1,4,Sigmoid,250,0.001,64,0.02628358493745327,0.003829504029961084,0.8704925179481506,97.37164150625468
1,4,Sigmoid,250,0.001,128,0.04300763474963605,0.014964552539893263,0.4939236044883728,95.6992365250364
1,4,Sigmoid,250,0.001,256,0.031523934289813045,0.004277133360637704,0.8553544282913208,96.8476065710187
1,4,Sigmoid,250,0.001,512,0.01584908264502883,0.00337264280872423,0.885942816734314,98.41509173549711
1,4,Sigmoid,250,0.0001,16,0.43750636687129735,0.28090553210564273,-8.49975872039795,56.24936331287027
1,4,Sigmoid,250,0.0001,32,0.4079037680253387,0.2260625791074607,-6.645062446594238,59.20962319746613
1,4,Sigmoid,250,0.0001,64,0.18583669375628234,0.0522292276984821,-0.7663059234619141,81.41633062437177
1,4,Sigmoid,250,0.0001,128,0.13540243643708527,0.06194957107479938,-1.095031976699829,86.45975635629148
1,4,Sigmoid,250,0.0001,256,0.31440826108679176,0.11347777574171057,-2.837630271911621,68.55917389132082
1,4,Sigmoid,250,0.0001,512,0.21404767793416976,0.062169824163000625,-1.102480411529541,78.59523220658302
1,4,ReLU,1,10.0,16,618.4904266428947,813039.449218606,-27495648.0,-61749.04266428947
1,4,ReLU,1,10.0,32,578.6868891749382,638281.7516306886,-21585628.0,-57768.68891749382
1,4,ReLU,1,10.0,64,1239.5352958185672,2593426.0953771784,-87705368.0,-123853.52958185672
1,4,ReLU,1,10.0,128,1380.9329639759064,3464492.3953261683,-117163384.0,-137993.29639759063
1,4,ReLU,1,10.0,256,1258.5239386339188,3280166.208786322,-110929784.0,-125752.39386339187
1,4,ReLU,1,10.0,512,33.0695634675026,1819.2529075802274,-61523.12109375,-3206.95634675026
1,4,ReLU,1,1.0,16,0.9778231202363968,1.9901228398283761,-66.30265808105469,2.2176879763603163
1,4,ReLU,1,1.0,32,4.568741527214646,38.516895569140644,-1301.5775146484375,-356.8741527214646
1,4,ReLU,1,1.0,64,4.331015877559781,30.7836472771355,-1040.0518798828125,-333.10158775597813
1,4,ReLU,1,1.0,128,9.525514608055353,172.6758234930563,-5838.6103515625,-852.5514608055353
1,4,ReLU,1,1.0,256,2.6502912051826715,13.603264361684737,-459.03985595703125,-165.02912051826715
1,4,ReLU,1,1.0,512,6.958366500645876,100.25905129414383,-3389.5947265625,-595.8366500645876
1,4,ReLU,1,0.1,16,0.26973584254831073,0.12379613807153592,-3.186580181121826,73.02641574516893
1,4,ReLU,1,0.1,32,0.06071443616971373,0.019785435590777185,0.33088940382003784,93.92855638302862
1,4,ReLU,1,0.1,64,0.09891448091622441,0.023079427552692905,0.21949201822280884,90.10855190837755
1,4,ReLU,1,0.1,128,0.23643337336927653,0.09157739537600758,-2.0969958305358887,76.35666266307236
1,4,ReLU,1,0.1,256,0.24609473011083902,0.12107919993209193,-3.094697952270508,75.3905269889161
1,4,ReLU,1,0.1,512,0.19485329289827497,0.06035065521335519,-1.040959119796753,80.51467071017251
1,4,ReLU,1,0.01,16,0.4080911284983158,0.2356648147876079,-6.969793796539307,59.19088715016842
1,4,ReLU,1,0.01,32,0.4289504027739167,0.25342191654887564,-7.570309638977051,57.10495972260833
1,4,ReLU,1,0.01,64,0.39067458160221574,0.22823555438562118,-6.718548774719238,60.93254183977843
1,4,ReLU,1,0.01,128,0.41054066848754883,0.2618275132160094,-7.854572296142578,58.94593315124512
1,4,ReLU,1,0.01,256,0.441530548363924,0.304459212745587,-9.296306610107422,55.8469451636076
1,4,ReLU,1,0.01,512,0.5319871420189738,0.3338997567630231,-10.291935920715332,46.80128579810262
1,4,ReLU,1,0.001,16,0.45489312237501145,0.24914404211419316,-7.4256391525268555,54.510687762498854
1,4,ReLU,1,0.001,32,0.37490815481543543,0.21450084048177417,-6.254063129425049,62.509184518456465
1,4,ReLU,1,0.001,64,0.3054575982056558,0.2902204847882995,-8.814774513244629,69.45424017943442
1,4,ReLU,1,0.001,128,0.6357539005950094,0.46238817658567444,-14.637202262878418,36.42460994049907
1,4,ReLU,1,0.001,256,0.2672953307088464,0.11998941944854256,-3.0578436851501465,73.27046692911536
1,4,ReLU,1,0.001,512,0.4213516548201442,0.3208421577276677,-9.850350379943848,57.864834517985585
1,4,ReLU,1,0.0001,16,0.3835670900940895,0.18410938118916328,-5.226274013519287,61.64329099059105
1,4,ReLU,1,0.0001,32,0.35415710201114414,0.31689167295426374,-9.716751098632812,64.58428979888559
1,4,ReLU,1,0.0001,64,0.15078813873790203,0.062390936259380476,-1.1099581718444824,84.9211861262098
1,4,ReLU,1,0.0001,128,0.3545448499694467,0.3789483878148405,-11.815406799316406,64.54551500305533
1,4,ReLU,1,0.0001,256,0.3069366793129593,0.18388755372985693,-5.218771934509277,69.30633206870407
1,4,ReLU,1,0.0001,512,0.3768502006009221,0.20304553509194737,-5.866663455963135,62.314979939907786
1,4,ReLU,10,10.0,16,164.1671862335205,52577.12447858643,-1778070.25,-16316.718623352052
1,4,ReLU,10,10.0,32,288.4836491961479,153800.04486543153,-5201261.0,-28748.36491961479
1,4,ReLU,10,10.0,64,244.0839874048233,100135.69068961019,-3386422.25,-24308.398740482327
1,4,ReLU,10,10.0,128,303.9840043138266,170254.78153586097,-5757733.5,-30298.40043138266
1,4,ReLU,10,10.0,256,508.04808088970185,441739.68836265383,-14938903.0,-50704.80808897018
1,4,ReLU,10,10.0,512,185.4507334098816,63228.249463467524,-2138273.5,-18445.073340988158
1,4,ReLU,10,1.0,16,2.809471995025873,14.801346508202883,-499.5570373535156,-180.9471995025873
1,4,ReLU,10,1.0,32,1.8725709937810897,3.8431429539430058,-128.96871948242188,-87.25709937810898
