layers,neurons,activation,epochs,lr,batch_size,accuracy
1,64,Sigmoid,50,10.0,64,0.999
1,64,Sigmoid,50,10.0,128,0.999
1,64,Sigmoid,50,10.0,256,0.999
1,64,Sigmoid,50,10.0,512,0.999
1,64,Sigmoid,50,1.0,16,0.9985
1,64,Sigmoid,50,1.0,32,0.999
1,64,Sigmoid,50,1.0,64,0.999
1,64,Sigmoid,50,1.0,128,0.999
1,64,Sigmoid,50,1.0,256,0.999
1,64,Sigmoid,50,1.0,512,0.999
1,64,Sigmoid,50,0.1,16,0.999
1,64,Sigmoid,50,0.1,32,0.9985
1,64,Sigmoid,50,0.1,64,0.9985
1,64,Sigmoid,50,0.1,128,0.999
1,64,Sigmoid,50,0.1,256,0.999
1,64,Sigmoid,50,0.1,512,0.999
1,64,Sigmoid,50,0.01,16,0.999
1,64,Sigmoid,50,0.01,32,0.999
1,64,Sigmoid,50,0.01,64,0.999
1,64,Sigmoid,50,0.01,128,0.999
1,64,Sigmoid,50,0.01,256,0.999
1,64,Sigmoid,50,0.01,512,0.999
1,64,Sigmoid,50,0.001,16,0.999
1,64,Sigmoid,50,0.001,32,0.999
1,64,Sigmoid,50,0.001,64,0.999
1,64,Sigmoid,50,0.001,128,0.994
1,64,Sigmoid,50,0.001,256,0.999
1,64,Sigmoid,50,0.001,512,0.999
1,64,Sigmoid,50,0.0001,16,0.5795
1,64,Sigmoid,50,0.0001,32,0.959
1,64,Sigmoid,50,0.0001,64,0.5665
1,64,Sigmoid,50,0.0001,128,0.6135
1,64,Sigmoid,50,0.0001,256,0.866
1,64,Sigmoid,50,0.0001,512,0.908
1,64,Sigmoid,100,10.0,16,0.999
1,64,Sigmoid,100,10.0,32,0.999
1,64,Sigmoid,100,10.0,64,0.999
1,64,Sigmoid,100,10.0,128,0.9975
1,64,Sigmoid,100,10.0,256,0.999
1,64,Sigmoid,100,10.0,512,0.999
1,64,Sigmoid,100,1.0,16,0.999
1,64,Sigmoid,100,1.0,32,0.999
1,64,Sigmoid,100,1.0,64,0.999
1,64,Sigmoid,100,1.0,128,0.9985
1,64,Sigmoid,100,1.0,256,0.999
1,64,Sigmoid,100,1.0,512,0.999
1,64,Sigmoid,100,0.1,16,0.999
1,64,Sigmoid,100,0.1,32,0.999
1,64,Sigmoid,100,0.1,64,0.999
1,64,Sigmoid,100,0.1,128,0.999
1,64,Sigmoid,100,0.1,256,0.999
1,64,Sigmoid,100,0.1,512,0.999
1,64,Sigmoid,100,0.01,16,0.999
1,64,Sigmoid,100,0.01,32,0.999
1,64,Sigmoid,100,0.01,64,0.999
1,64,Sigmoid,100,0.01,128,0.999
1,64,Sigmoid,100,0.01,256,0.999
1,64,Sigmoid,100,0.01,512,0.999
1,64,Sigmoid,100,0.001,16,0.999
1,64,Sigmoid,100,0.001,32,0.999
1,64,Sigmoid,100,0.001,64,0.999
1,64,Sigmoid,100,0.001,128,0.999
1,64,Sigmoid,100,0.001,256,0.999
1,64,Sigmoid,100,0.001,512,0.999
1,64,Sigmoid,100,0.0001,16,0.801
1,64,Sigmoid,100,0.0001,32,0.976
1,64,Sigmoid,100,0.0001,64,0.8995
1,64,Sigmoid,100,0.0001,128,0.739
1,64,Sigmoid,100,0.0001,256,0.893
1,64,Sigmoid,100,0.0001,512,0.9895
1,64,Sigmoid,250,10.0,16,0.999
1,64,Sigmoid,250,10.0,32,0.9985
1,64,Sigmoid,250,10.0,64,0.9985
1,64,Sigmoid,250,10.0,128,0.999
1,64,Sigmoid,250,10.0,256,0.999
1,64,Sigmoid,250,10.0,512,0.999
1,64,Sigmoid,250,1.0,16,0.999
1,64,Sigmoid,250,1.0,32,0.999
1,64,Sigmoid,250,1.0,64,0.999
1,64,Sigmoid,250,1.0,128,0.999
1,64,Sigmoid,250,1.0,256,0.8685
1,64,Sigmoid,250,1.0,512,0.9985
1,64,Sigmoid,250,0.1,16,0.999
1,64,Sigmoid,250,0.1,32,0.999
1,64,Sigmoid,250,0.1,64,0.999
1,64,Sigmoid,250,0.1,128,0.999
1,64,Sigmoid,250,0.1,256,0.999
1,64,Sigmoid,250,0.1,512,0.999
1,64,Sigmoid,250,0.01,16,0.999
1,64,Sigmoid,250,0.01,32,0.999
1,64,Sigmoid,250,0.01,64,0.999
1,64,Sigmoid,250,0.01,128,0.999
1,64,Sigmoid,250,0.01,256,0.999
1,64,Sigmoid,250,0.01,512,0.999
1,64,Sigmoid,250,0.001,16,0.999
1,64,Sigmoid,250,0.001,32,0.999
1,64,Sigmoid,250,0.001,64,0.999
1,64,Sigmoid,250,0.001,128,0.999
1,64,Sigmoid,250,0.001,256,0.999
1,64,Sigmoid,250,0.001,512,0.999
1,64,Sigmoid,250,0.0001,16,0.9935
1,64,Sigmoid,250,0.0001,32,0.999
1,64,Sigmoid,250,0.0001,64,0.989
1,64,Sigmoid,250,0.0001,128,0.9895
1,64,Sigmoid,250,0.0001,256,0.999
1,64,Sigmoid,250,0.0001,512,0.701
1,64,Softmax,1,10.0,16,0.3665
1,64,Softmax,1,10.0,32,0.3825
1,64,Softmax,1,10.0,64,0.3575
1,64,Softmax,1,10.0,128,0.6855
1,64,Softmax,1,10.0,256,0.3705
1,64,Softmax,1,10.0,512,0.3365
1,64,Softmax,1,1.0,16,0.491
1,64,Softmax,1,1.0,32,0.5135
1,64,Softmax,1,1.0,64,0.453
1,64,Softmax,1,1.0,128,0.9615
1,64,Softmax,1,1.0,256,0.3935
1,64,Softmax,1,1.0,512,0.7675
1,64,Softmax,1,0.1,16,0.877
1,64,Softmax,1,0.1,32,0.854
1,64,Softmax,1,0.1,64,0.944
1,64,Softmax,1,0.1,128,0.8675
1,64,Softmax,1,0.1,256,0.878
1,64,Softmax,1,0.1,512,0.9735
1,64,Softmax,1,0.01,16,0.7255
1,64,Softmax,1,0.01,32,0.907
1,64,Softmax,1,0.01,64,0.885
1,64,Softmax,1,0.01,128,0.7725
1,64,Softmax,1,0.01,256,0.812
1,64,Softmax,1,0.01,512,0.441
1,64,Softmax,1,0.001,16,0.3605
1,64,Softmax,1,0.001,32,0.587
1,64,Softmax,1,0.001,64,0.405
1,64,Softmax,1,0.001,128,0.2425
1,64,Softmax,1,0.001,256,0.6045
1,64,Softmax,1,0.001,512,0.388
1,64,Softmax,1,0.0001,16,0.8335
1,64,Softmax,1,0.0001,32,0.5
1,64,Softmax,1,0.0001,64,0.539
1,64,Softmax,1,0.0001,128,0.4735
1,64,Softmax,1,0.0001,256,0.651
1,64,Softmax,1,0.0001,512,0.795
1,64,Softmax,10,10.0,16,0.999
1,64,Softmax,10,10.0,32,0.999
1,64,Softmax,10,10.0,64,0.999
1,64,Softmax,10,10.0,128,0.999
1,64,Softmax,10,10.0,256,0.999
1,64,Softmax,10,10.0,512,0.999
1,64,Softmax,10,1.0,16,0.999
1,64,Softmax,10,1.0,32,0.9925
1,64,Softmax,10,1.0,64,0.999
1,64,Softmax,10,1.0,128,0.999
1,64,Softmax,10,1.0,256,0.999
1,64,Softmax,10,1.0,512,0.999
1,64,Softmax,10,0.1,16,0.999
1,64,Softmax,10,0.1,32,0.999
1,64,Softmax,10,0.1,64,0.999
1,64,Softmax,10,0.1,128,0.999
1,64,Softmax,10,0.1,256,0.999
1,64,Softmax,10,0.1,512,0.999
1,64,Softmax,10,0.01,16,0.999
1,64,Softmax,10,0.01,32,0.999
1,64,Softmax,10,0.01,64,0.999
1,64,Softmax,10,0.01,128,0.999
1,64,Softmax,10,0.01,256,0.999
1,64,Softmax,10,0.01,512,0.999
1,64,Softmax,10,0.001,16,0.9895
1,64,Softmax,10,0.001,32,0.9685
1,64,Softmax,10,0.001,64,0.863
1,64,Softmax,10,0.001,128,0.4525
1,64,Softmax,10,0.001,256,0.1995
1,64,Softmax,10,0.001,512,0.659
1,64,Softmax,10,0.0001,16,0.677
1,64,Softmax,10,0.0001,32,0.611
1,64,Softmax,10,0.0001,64,0.4215
1,64,Softmax,10,0.0001,128,0.6935
1,64,Softmax,10,0.0001,256,0.6055
1,64,Softmax,10,0.0001,512,0.283
1,64,Softmax,25,10.0,16,0.9985
1,64,Softmax,25,10.0,32,0.999
1,64,Softmax,25,10.0,64,0.999
1,64,Softmax,25,10.0,128,0.999
1,64,Softmax,25,10.0,256,0.999
1,64,Softmax,25,10.0,512,0.999
1,64,Softmax,25,1.0,16,0.999
1,64,Softmax,25,1.0,32,0.999
1,64,Softmax,25,1.0,64,0.9985
1,64,Softmax,25,1.0,128,0.999
1,64,Softmax,25,1.0,256,0.999
1,64,Softmax,25,1.0,512,0.999
1,64,Softmax,25,0.1,16,0.999
1,64,Softmax,25,0.1,32,0.999
1,64,Softmax,25,0.1,64,0.999
1,64,Softmax,25,0.1,128,0.999
1,64,Softmax,25,0.1,256,0.999
1,64,Softmax,25,0.1,512,0.999
1,64,Softmax,25,0.01,16,0.999
1,64,Softmax,25,0.01,32,0.999
1,64,Softmax,25,0.01,64,0.999
1,64,Softmax,25,0.01,128,0.999
1,64,Softmax,25,0.01,256,0.999
1,64,Softmax,25,0.01,512,0.999
1,64,Softmax,25,0.001,16,0.985
1,64,Softmax,25,0.001,32,0.999
1,64,Softmax,25,0.001,64,0.984
1,64,Softmax,25,0.001,128,0.9925
1,64,Softmax,25,0.001,256,0.999
1,64,Softmax,25,0.001,512,0.987
1,64,Softmax,25,0.0001,16,0.442
1,64,Softmax,25,0.0001,32,0.8145
1,64,Softmax,25,0.0001,64,0.5985
1,64,Softmax,25,0.0001,128,0.274
1,64,Softmax,25,0.0001,256,0.419
1,64,Softmax,25,0.0001,512,0.777
1,64,Softmax,50,10.0,16,0.999
1,64,Softmax,50,10.0,32,0.999
1,64,Softmax,50,10.0,64,0.999
1,64,Softmax,50,10.0,128,0.999
1,64,Softmax,50,10.0,256,0.999
1,64,Softmax,50,10.0,512,0.999
1,64,Softmax,50,1.0,16,0.999
1,64,Softmax,50,1.0,32,0.999
1,64,Softmax,50,1.0,64,0.999
1,64,Softmax,50,1.0,128,0.999
1,64,Softmax,50,1.0,256,0.9985
1,64,Softmax,50,1.0,512,0.999
1,64,Softmax,50,0.1,16,0.999
1,64,Softmax,50,0.1,32,0.999
1,64,Softmax,50,0.1,64,0.999
1,64,Softmax,50,0.1,128,0.999
1,64,Softmax,50,0.1,256,0.9985
1,64,Softmax,50,0.1,512,0.999
1,64,Softmax,50,0.01,16,0.999
1,64,Softmax,50,0.01,32,0.999
1,64,Softmax,50,0.01,64,0.999
1,64,Softmax,50,0.01,128,0.999
1,64,Softmax,50,0.01,256,0.999
1,64,Softmax,50,0.01,512,0.999
1,64,Softmax,50,0.001,16,0.999
1,64,Softmax,50,0.001,32,0.999
1,64,Softmax,50,0.001,64,0.999
1,64,Softmax,50,0.001,128,0.999
1,64,Softmax,50,0.001,256,0.999
1,64,Softmax,50,0.001,512,0.999
1,64,Softmax,50,0.0001,16,0.948
1,64,Softmax,50,0.0001,32,0.6345
1,64,Softmax,50,0.0001,64,0.869
1,64,Softmax,50,0.0001,128,0.421
1,64,Softmax,50,0.0001,256,0.871
1,64,Softmax,50,0.0001,512,0.584
1,64,Softmax,100,10.0,16,0.999
1,64,Softmax,100,10.0,32,0.998
1,64,Softmax,100,10.0,64,0.9985
1,64,Softmax,100,10.0,128,0.999
1,64,Softmax,100,10.0,256,0.999
1,64,Softmax,100,10.0,512,0.999
1,64,Softmax,100,1.0,16,0.999
1,64,Softmax,100,1.0,32,0.999
1,64,Softmax,100,1.0,64,0.999
1,64,Softmax,100,1.0,128,0.9985
1,64,Softmax,100,1.0,256,0.999
1,64,Softmax,100,1.0,512,0.999
1,64,Softmax,100,0.1,16,0.999
1,64,Softmax,100,0.1,32,0.999
1,64,Softmax,100,0.1,64,0.999
1,64,Softmax,100,0.1,128,0.999
1,64,Softmax,100,0.1,256,0.999
1,64,Softmax,100,0.1,512,0.999
1,64,Softmax,100,0.01,16,0.999
1,64,Softmax,100,0.01,32,0.999
1,64,Softmax,100,0.01,64,0.999
1,64,Softmax,100,0.01,128,0.999
1,64,Softmax,100,0.01,256,0.999
1,64,Softmax,100,0.01,512,0.999
1,64,Softmax,100,0.001,16,0.999
1,64,Softmax,100,0.001,32,0.999
1,64,Softmax,100,0.001,64,0.999
1,64,Softmax,100,0.001,128,0.999
1,64,Softmax,100,0.001,256,0.999
1,64,Softmax,100,0.001,512,0.999
1,64,Softmax,100,0.0001,16,0.945
1,64,Softmax,100,0.0001,32,0.1325
1,64,Softmax,100,0.0001,64,0.9905
1,64,Softmax,100,0.0001,128,0.7725
1,64,Softmax,100,0.0001,256,0.935
1,64,Softmax,100,0.0001,512,0.531
1,64,Softmax,250,10.0,16,0.999
1,64,Softmax,250,10.0,32,0.999
1,64,Softmax,250,10.0,64,0.999
1,64,Softmax,250,10.0,128,0.999
1,64,Softmax,250,10.0,256,0.999
1,64,Softmax,250,10.0,512,0.999
1,64,Softmax,250,1.0,16,0.9985
1,64,Softmax,250,1.0,32,0.999
1,64,Softmax,250,1.0,64,0.999
1,64,Softmax,250,1.0,128,0.999
1,64,Softmax,250,1.0,256,0.9985
1,64,Softmax,250,1.0,512,0.998
1,64,Softmax,250,0.1,16,0.999
1,64,Softmax,250,0.1,32,0.999
1,64,Softmax,250,0.1,64,0.999
1,64,Softmax,250,0.1,128,0.999
1,64,Softmax,250,0.1,256,0.999
1,64,Softmax,250,0.1,512,0.999
1,64,Softmax,250,0.01,16,0.999
1,64,Softmax,250,0.01,32,0.999
1,64,Softmax,250,0.01,64,0.999
1,64,Softmax,250,0.01,128,0.999
1,64,Softmax,250,0.01,256,0.999
1,64,Softmax,250,0.01,512,0.999
1,64,Softmax,250,0.001,16,0.999
1,64,Softmax,250,0.001,32,0.999
1,64,Softmax,250,0.001,64,0.999
1,64,Softmax,250,0.001,128,0.999
1,64,Softmax,250,0.001,256,0.999
1,64,Softmax,250,0.001,512,0.999
1,64,Softmax,250,0.0001,16,0.9965
1,64,Softmax,250,0.0001,32,0.9915
1,64,Softmax,250,0.0001,64,0.9895
1,64,Softmax,250,0.0001,128,0.999
1,64,Softmax,250,0.0001,256,0.992
1,64,Softmax,250,0.0001,512,0.999
1,64,ReLU,1,10.0,16,0.289
1,64,ReLU,1,10.0,32,0.3845
1,64,ReLU,1,10.0,64,0.4155
1,64,ReLU,1,10.0,128,0.678
1,64,ReLU,1,10.0,256,0.3325
1,64,ReLU,1,10.0,512,0.3495
1,64,ReLU,1,1.0,16,0.7365
1,64,ReLU,1,1.0,32,0.738
1,64,ReLU,1,1.0,64,0.5485
1,64,ReLU,1,1.0,128,0.7935
1,64,ReLU,1,1.0,256,0.7225
1,64,ReLU,1,1.0,512,0.7295
1,64,ReLU,1,0.1,16,0.8605
1,64,ReLU,1,0.1,32,0.9825
1,64,ReLU,1,0.1,64,0.953
1,64,ReLU,1,0.1,128,0.9035
1,64,ReLU,1,0.1,256,0.9565
1,64,ReLU,1,0.1,512,0.9545
1,64,ReLU,1,0.01,16,0.917
1,64,ReLU,1,0.01,32,0.9275
1,64,ReLU,1,0.01,64,0.736
1,64,ReLU,1,0.01,128,0.9105
1,64,ReLU,1,0.01,256,0.8235
1,64,ReLU,1,0.01,512,0.97
1,64,ReLU,1,0.001,16,0.838
1,64,ReLU,1,0.001,32,0.236
1,64,ReLU,1,0.001,64,0.3125
1,64,ReLU,1,0.001,128,0.4045
1,64,ReLU,1,0.001,256,0.717
1,64,ReLU,1,0.001,512,0.2275
1,64,ReLU,1,0.0001,16,0.4145
1,64,ReLU,1,0.0001,32,0.6445
1,64,ReLU,1,0.0001,64,0.856
1,64,ReLU,1,0.0001,128,0.141
1,64,ReLU,1,0.0001,256,0.453
1,64,ReLU,1,0.0001,512,0.4015
1,64,ReLU,10,10.0,16,0.999
1,64,ReLU,10,10.0,32,0.999
1,64,ReLU,10,10.0,64,0.999
1,64,ReLU,10,10.0,128,0.9975
1,64,ReLU,10,10.0,256,0.999
1,64,ReLU,10,10.0,512,0.999
1,64,ReLU,10,1.0,16,0.999
1,64,ReLU,10,1.0,32,0.999
1,64,ReLU,10,1.0,64,0.999
1,64,ReLU,10,1.0,128,0.999
1,64,ReLU,10,1.0,256,0.999
1,64,ReLU,10,1.0,512,0.999
1,64,ReLU,10,0.1,16,0.999
1,64,ReLU,10,0.1,32,0.999
1,64,ReLU,10,0.1,64,0.999
1,64,ReLU,10,0.1,128,0.999
1,64,ReLU,10,0.1,256,0.9985
1,64,ReLU,10,0.1,512,0.999
1,64,ReLU,10,0.01,16,0.999
1,64,ReLU,10,0.01,32,0.999
1,64,ReLU,10,0.01,64,0.999
1,64,ReLU,10,0.01,128,0.999
1,64,ReLU,10,0.01,256,0.999
1,64,ReLU,10,0.01,512,0.999
1,64,ReLU,10,0.001,16,0.629
1,64,ReLU,10,0.001,32,0.9925
1,64,ReLU,10,0.001,64,0.7185
1,64,ReLU,10,0.001,128,0.9835
1,64,ReLU,10,0.001,256,0.794
1,64,ReLU,10,0.001,512,0.3335
1,64,ReLU,10,0.0001,16,0.517
1,64,ReLU,10,0.0001,32,0.2345
1,64,ReLU,10,0.0001,64,0.6945
1,64,ReLU,10,0.0001,128,0.643
1,64,ReLU,10,0.0001,256,0.344
1,64,ReLU,10,0.0001,512,0.5725
1,64,ReLU,25,10.0,16,0.9985
1,64,ReLU,25,10.0,32,0.999
1,64,ReLU,25,10.0,64,0.9985
1,64,ReLU,25,10.0,128,0.999
1,64,ReLU,25,10.0,256,0.999
1,64,ReLU,25,10.0,512,0.999
1,64,ReLU,25,1.0,16,0.999
1,64,ReLU,25,1.0,32,0.999
1,64,ReLU,25,1.0,64,0.999
1,64,ReLU,25,1.0,128,0.999
1,64,ReLU,25,1.0,256,0.999
1,64,ReLU,25,1.0,512,0.9985
1,64,ReLU,25,0.1,16,0.999
1,64,ReLU,25,0.1,32,0.999
1,64,ReLU,25,0.1,64,0.999
1,64,ReLU,25,0.1,128,0.998
1,64,ReLU,25,0.1,256,0.999
1,64,ReLU,25,0.1,512,0.999
1,64,ReLU,25,0.01,16,0.999
1,64,ReLU,25,0.01,32,0.999
1,64,ReLU,25,0.01,64,0.999
1,64,ReLU,25,0.01,128,0.999
1,64,ReLU,25,0.01,256,0.999
1,64,ReLU,25,0.01,512,0.999
1,64,ReLU,25,0.001,16,0.999
1,64,ReLU,25,0.001,32,0.9915
1,64,ReLU,25,0.001,64,0.999
1,64,ReLU,25,0.001,128,0.9855
1,64,ReLU,25,0.001,256,0.996
1,64,ReLU,25,0.001,512,0.999
1,64,ReLU,25,0.0001,16,0.554
1,64,ReLU,25,0.0001,32,0.6725
1,64,ReLU,25,0.0001,64,0.6705
1,64,ReLU,25,0.0001,128,0.2005
1,64,ReLU,25,0.0001,256,0.909
1,64,ReLU,25,0.0001,512,0.5355
1,64,ReLU,50,10.0,16,0.9985
1,64,ReLU,50,10.0,32,0.999
1,64,ReLU,50,10.0,64,0.999
1,64,ReLU,50,10.0,128,0.9985
1,64,ReLU,50,10.0,256,0.999
1,64,ReLU,50,10.0,512,0.999
1,64,ReLU,50,1.0,16,0.999
1,64,ReLU,50,1.0,32,0.999
1,64,ReLU,50,1.0,64,0.999
1,64,ReLU,50,1.0,128,0.999
1,64,ReLU,50,1.0,256,0.999
1,64,ReLU,50,1.0,512,0.9985
1,64,ReLU,50,0.1,16,0.999
1,64,ReLU,50,0.1,32,0.999
1,64,ReLU,50,0.1,64,0.999
1,64,ReLU,50,0.1,128,0.999
1,64,ReLU,50,0.1,256,0.999
1,64,ReLU,50,0.1,512,0.9985
1,64,ReLU,50,0.01,16,0.999
1,64,ReLU,50,0.01,32,0.999
1,64,ReLU,50,0.01,64,0.999
1,64,ReLU,50,0.01,128,0.999
1,64,ReLU,50,0.01,256,0.999
1,64,ReLU,50,0.01,512,0.999
1,64,ReLU,50,0.001,16,0.999
1,64,ReLU,50,0.001,32,0.996
1,64,ReLU,50,0.001,64,0.999
1,64,ReLU,50,0.001,128,0.999
1,64,ReLU,50,0.001,256,0.999
1,64,ReLU,50,0.001,512,0.999
1,64,ReLU,50,0.0001,16,0.379
1,64,ReLU,50,0.0001,32,0.473
1,64,ReLU,50,0.0001,64,0.679
1,64,ReLU,50,0.0001,128,0.605
1,64,ReLU,50,0.0001,256,0.973
1,64,ReLU,50,0.0001,512,0.469
1,64,ReLU,100,10.0,16,0.999
1,64,ReLU,100,10.0,32,0.999
1,64,ReLU,100,10.0,64,0.999
1,64,ReLU,100,10.0,128,0.999
1,64,ReLU,100,10.0,256,0.9985
1,64,ReLU,100,10.0,512,0.999
1,64,ReLU,100,1.0,16,0.999
1,64,ReLU,100,1.0,32,0.9985
1,64,ReLU,100,1.0,64,0.999
1,64,ReLU,100,1.0,128,0.999
1,64,ReLU,100,1.0,256,0.999
1,64,ReLU,100,1.0,512,0.999
1,64,ReLU,100,0.1,16,0.999
1,64,ReLU,100,0.1,32,0.999
1,64,ReLU,100,0.1,64,0.999
1,64,ReLU,100,0.1,128,0.999
1,64,ReLU,100,0.1,256,0.999
1,64,ReLU,100,0.1,512,0.999
1,64,ReLU,100,0.01,16,0.999
1,64,ReLU,100,0.01,32,0.999
1,64,ReLU,100,0.01,64,0.999
1,64,ReLU,100,0.01,128,0.999
1,64,ReLU,100,0.01,256,0.999
1,64,ReLU,100,0.01,512,0.999
1,64,ReLU,100,0.001,16,0.999
1,64,ReLU,100,0.001,32,0.999
1,64,ReLU,100,0.001,64,0.999
1,64,ReLU,100,0.001,128,0.999
1,64,ReLU,100,0.001,256,0.999
1,64,ReLU,100,0.001,512,0.999
1,64,ReLU,100,0.0001,16,0.814
1,64,ReLU,100,0.0001,32,0.997
1,64,ReLU,100,0.0001,64,0.929
1,64,ReLU,100,0.0001,128,0.58
1,64,ReLU,100,0.0001,256,0.848
1,64,ReLU,100,0.0001,512,0.924
1,64,ReLU,250,10.0,16,0.999
1,64,ReLU,250,10.0,32,0.999
1,64,ReLU,250,10.0,64,0.997
1,64,ReLU,250,10.0,128,0.885
1,64,ReLU,250,10.0,256,0.999
1,64,ReLU,250,10.0,512,0.999
1,64,ReLU,250,1.0,16,0.999
1,64,ReLU,250,1.0,32,0.999
1,64,ReLU,250,1.0,64,0.999
1,64,ReLU,250,1.0,128,0.999
1,64,ReLU,250,1.0,256,0.999
1,64,ReLU,250,1.0,512,0.999
1,64,ReLU,250,0.1,16,0.999
1,64,ReLU,250,0.1,32,0.999
1,64,ReLU,250,0.1,64,0.999
1,64,ReLU,250,0.1,128,0.999
1,64,ReLU,250,0.1,256,0.999
1,64,ReLU,250,0.1,512,0.999
1,64,ReLU,250,0.01,16,0.999
1,64,ReLU,250,0.01,32,0.999
1,64,ReLU,250,0.01,64,0.999
1,64,ReLU,250,0.01,128,0.999
1,64,ReLU,250,0.01,256,0.999
1,64,ReLU,250,0.01,512,0.999
1,64,ReLU,250,0.001,16,0.999
1,64,ReLU,250,0.001,32,0.999
1,64,ReLU,250,0.001,64,0.999
1,64,ReLU,250,0.001,128,0.999
1,64,ReLU,250,0.001,256,0.999
1,64,ReLU,250,0.001,512,0.999
1,64,ReLU,250,0.0001,16,0.987
1,64,ReLU,250,0.0001,32,0.9925
1,64,ReLU,250,0.0001,64,0.9965
1,64,ReLU,250,0.0001,128,0.999
1,64,ReLU,250,0.0001,256,0.999
1,64,ReLU,250,0.0001,512,0.994
1,64,Tanh,1,10.0,16,0.8115
1,64,Tanh,1,10.0,32,0.673
1,64,Tanh,1,10.0,64,0.679
1,64,Tanh,1,10.0,128,0.9365
1,64,Tanh,1,10.0,256,0.349
1,64,Tanh,1,10.0,512,0.7065
1,64,Tanh,1,1.0,16,0.6845
1,64,Tanh,1,1.0,32,0.931
1,64,Tanh,1,1.0,64,0.531
1,64,Tanh,1,1.0,128,0.8145
1,64,Tanh,1,1.0,256,0.799
1,64,Tanh,1,1.0,512,0.9015
1,64,Tanh,1,0.1,16,0.8735
1,64,Tanh,1,0.1,32,0.9275
1,64,Tanh,1,0.1,64,0.88
1,64,Tanh,1,0.1,128,0.8625
1,64,Tanh,1,0.1,256,0.9405
1,64,Tanh,1,0.1,512,0.9495
1,64,Tanh,1,0.01,16,0.4365
1,64,Tanh,1,0.01,32,0.775
1,64,Tanh,1,0.01,64,0.9495
1,64,Tanh,1,0.01,128,0.84
1,64,Tanh,1,0.01,256,0.8
1,64,Tanh,1,0.01,512,0.9415
1,64,Tanh,1,0.001,16,0.4485
1,64,Tanh,1,0.001,32,0.604
1,64,Tanh,1,0.001,64,0.299
1,64,Tanh,1,0.001,128,0.2005
1,64,Tanh,1,0.001,256,0.518
1,64,Tanh,1,0.001,512,0.228
1,64,Tanh,1,0.0001,16,0.535
1,64,Tanh,1,0.0001,32,0.4975
1,64,Tanh,1,0.0001,64,0.5145
1,64,Tanh,1,0.0001,128,0.769
1,64,Tanh,1,0.0001,256,0.2645
1,64,Tanh,1,0.0001,512,0.628
1,64,Tanh,10,10.0,16,0.999
1,64,Tanh,10,10.0,32,0.999
1,64,Tanh,10,10.0,64,0.999
1,64,Tanh,10,10.0,128,0.999
1,64,Tanh,10,10.0,256,0.999
1,64,Tanh,10,10.0,512,0.999
1,64,Tanh,10,1.0,16,0.999
1,64,Tanh,10,1.0,32,0.999
1,64,Tanh,10,1.0,64,0.999
1,64,Tanh,10,1.0,128,0.994
1,64,Tanh,10,1.0,256,0.999
1,64,Tanh,10,1.0,512,0.974
1,64,Tanh,10,0.1,16,0.999
1,64,Tanh,10,0.1,32,0.999
1,64,Tanh,10,0.1,64,0.9985
1,64,Tanh,10,0.1,128,0.999
1,64,Tanh,10,0.1,256,0.999
1,64,Tanh,10,0.1,512,0.9975
1,64,Tanh,10,0.01,16,0.999
1,64,Tanh,10,0.01,32,0.999
1,64,Tanh,10,0.01,64,0.999
1,64,Tanh,10,0.01,128,0.999
1,64,Tanh,10,0.01,256,0.999
1,64,Tanh,10,0.01,512,0.999
1,64,Tanh,10,0.001,16,0.7175
1,64,Tanh,10,0.001,32,0.2555
1,64,Tanh,10,0.001,64,0.9885
1,64,Tanh,10,0.001,128,0.648
1,64,Tanh,10,0.001,256,0.354
1,64,Tanh,10,0.001,512,0.2695
1,64,Tanh,10,0.0001,16,0.321
1,64,Tanh,10,0.0001,32,0.116
1,64,Tanh,10,0.0001,64,0.54
1,64,Tanh,10,0.0001,128,0.969
1,64,Tanh,10,0.0001,256,0.5025
1,64,Tanh,10,0.0001,512,0.717
1,64,Tanh,25,10.0,16,0.9985
1,64,Tanh,25,10.0,32,0.999
1,64,Tanh,25,10.0,64,0.999
1,64,Tanh,25,10.0,128,0.999
1,64,Tanh,25,10.0,256,0.999
1,64,Tanh,25,10.0,512,0.999
1,64,Tanh,25,1.0,16,0.999
1,64,Tanh,25,1.0,32,0.999
1,64,Tanh,25,1.0,64,0.999
1,64,Tanh,25,1.0,128,0.999
1,64,Tanh,25,1.0,256,0.999
1,64,Tanh,25,1.0,512,0.999
1,64,Tanh,25,0.1,16,0.999
1,64,Tanh,25,0.1,32,0.999
1,64,Tanh,25,0.1,64,0.999
1,64,Tanh,25,0.1,128,0.999
1,64,Tanh,25,0.1,256,0.999
1,64,Tanh,25,0.1,512,0.999
1,64,Tanh,25,0.01,16,0.999
1,64,Tanh,25,0.01,32,0.999
1,64,Tanh,25,0.01,64,0.999
1,64,Tanh,25,0.01,128,0.999
1,64,Tanh,25,0.01,256,0.999
1,64,Tanh,25,0.01,512,0.999
1,64,Tanh,25,0.001,16,0.9985
1,64,Tanh,25,0.001,32,0.9835
1,64,Tanh,25,0.001,64,0.999
1,64,Tanh,25,0.001,128,0.9935
1,64,Tanh,25,0.001,256,0.9965
1,64,Tanh,25,0.001,512,0.9915
1,64,Tanh,25,0.0001,16,0.742
1,64,Tanh,25,0.0001,32,0.314
1,64,Tanh,25,0.0001,64,0.693
