layers,neurons,activation,epochs,lr,batch_size,accuracy
3,8,Softmax,1,0.001,128,0.9695
3,8,Softmax,1,0.001,256,0.9695
3,8,Softmax,1,0.001,512,0.9695
3,8,Softmax,1,0.0001,16,0.9695
3,8,Softmax,1,0.0001,32,0.9695
3,8,Softmax,1,0.0001,64,0.9695
3,8,Softmax,1,0.0001,128,0.0305
3,8,Softmax,1,0.0001,256,0.9695
3,8,Softmax,1,0.0001,512,0.9695
3,8,Softmax,10,10.0,16,0.9695
3,8,Softmax,10,10.0,32,0.9695
3,8,Softmax,10,10.0,64,0.9695
3,8,Softmax,10,10.0,128,0.9695
3,8,Softmax,10,10.0,256,0.9695
3,8,Softmax,10,10.0,512,0.9695
3,8,Softmax,10,1.0,16,0.9695
3,8,Softmax,10,1.0,32,0.9695
3,8,Softmax,10,1.0,64,0.9695
3,8,Softmax,10,1.0,128,0.9695
3,8,Softmax,10,1.0,256,0.9695
3,8,Softmax,10,1.0,512,0.9695
3,8,Softmax,10,0.1,16,0.9695
3,8,Softmax,10,0.1,32,0.9695
3,8,Softmax,10,0.1,64,0.9695
3,8,Softmax,10,0.1,128,0.9695
3,8,Softmax,10,0.1,256,0.9695
3,8,Softmax,10,0.1,512,0.9695
3,8,Softmax,10,0.01,16,0.9695
3,8,Softmax,10,0.01,32,0.9695
3,8,Softmax,10,0.01,64,0.9695
3,8,Softmax,10,0.01,128,0.9695
3,8,Softmax,10,0.01,256,0.9695
3,8,Softmax,10,0.01,512,0.9695
3,8,Softmax,10,0.001,16,0.9695
3,8,Softmax,10,0.001,32,0.9695
3,8,Softmax,10,0.001,64,0.9695
3,8,Softmax,10,0.001,128,0.9695
3,8,Softmax,10,0.001,256,0.0305
3,8,Softmax,10,0.001,512,0.9695
3,8,Softmax,10,0.0001,16,0.9695
3,8,Softmax,10,0.0001,32,0.0305
3,8,Softmax,10,0.0001,64,0.0305
3,8,Softmax,10,0.0001,128,0.9695
3,8,Softmax,10,0.0001,256,0.0305
3,8,Softmax,10,0.0001,512,0.0305
3,8,Softmax,25,10.0,16,0.9695
3,8,Softmax,25,10.0,32,0.9695
3,8,Softmax,25,10.0,64,0.9695
3,8,Softmax,25,10.0,128,0.9695
3,8,Softmax,25,10.0,256,0.9695
3,8,Softmax,25,10.0,512,0.9695
3,8,Softmax,25,1.0,16,0.9695
3,8,Softmax,25,1.0,32,0.9695
3,8,Softmax,25,1.0,64,0.9695
3,8,Softmax,25,1.0,128,0.9695
3,8,Softmax,25,1.0,256,0.9695
3,8,Softmax,25,1.0,512,0.996
3,8,Softmax,25,0.1,16,0.999
3,8,Softmax,25,0.1,32,0.999
3,8,Softmax,25,0.1,64,0.9985
3,8,Softmax,25,0.1,128,0.999
3,8,Softmax,25,0.1,256,0.999
3,8,Softmax,25,0.1,512,0.999
3,8,Softmax,25,0.01,16,0.9695
3,8,Softmax,25,0.01,32,0.9695
3,8,Softmax,25,0.01,64,0.9695
3,8,Softmax,25,0.01,128,0.9695
3,8,Softmax,25,0.01,256,0.9695
3,8,Softmax,25,0.01,512,0.9695
3,8,Softmax,25,0.001,16,0.0305
3,8,Softmax,25,0.001,32,0.0305
3,8,Softmax,25,0.001,64,0.9695
3,8,Softmax,25,0.001,128,0.0305
3,8,Softmax,25,0.001,256,0.9695
3,8,Softmax,25,0.001,512,0.9695
3,8,Softmax,25,0.0001,16,0.0305
3,8,Softmax,25,0.0001,32,0.0305
3,8,Softmax,25,0.0001,64,0.0305
3,8,Softmax,25,0.0001,128,0.0305
3,8,Softmax,25,0.0001,256,0.9695
3,8,Softmax,25,0.0001,512,0.0305
3,8,Softmax,50,10.0,16,0.9695
3,8,Softmax,50,10.0,32,0.9695
3,8,Softmax,50,10.0,64,0.9695
3,8,Softmax,50,10.0,128,0.9695
3,8,Softmax,50,10.0,256,0.972
3,8,Softmax,50,10.0,512,0.9695
3,8,Softmax,50,1.0,16,0.999
3,8,Softmax,50,1.0,32,0.9985
3,8,Softmax,50,1.0,64,0.999
3,8,Softmax,50,1.0,128,0.9695
3,8,Softmax,50,1.0,256,0.999
3,8,Softmax,50,1.0,512,0.999
3,8,Softmax,50,0.1,16,0.996
3,8,Softmax,50,0.1,32,0.999
3,8,Softmax,50,0.1,64,0.999
3,8,Softmax,50,0.1,128,0.999
3,8,Softmax,50,0.1,256,0.999
3,8,Softmax,50,0.1,512,0.999
3,8,Softmax,50,0.01,16,0.9695
3,8,Softmax,50,0.01,32,0.9695
3,8,Softmax,50,0.01,64,0.9695
3,8,Softmax,50,0.01,128,0.9695
3,8,Softmax,50,0.01,256,0.9695
3,8,Softmax,50,0.01,512,0.9695
3,8,Softmax,50,0.001,16,0.9695
3,8,Softmax,50,0.001,32,0.9695
3,8,Softmax,50,0.001,64,0.9695
3,8,Softmax,50,0.001,128,0.9695
3,8,Softmax,50,0.001,256,0.0305
3,8,Softmax,50,0.001,512,0.9695
3,8,Softmax,50,0.0001,16,0.0305
3,8,Softmax,50,0.0001,32,0.0305
3,8,Softmax,50,0.0001,64,0.0305
3,8,Softmax,50,0.0001,128,0.9695
3,8,Softmax,50,0.0001,256,0.9695
3,8,Softmax,50,0.0001,512,0.9695
3,8,Softmax,100,10.0,16,0.9895
3,8,Softmax,100,10.0,32,0.9695
3,8,Softmax,100,10.0,64,0.9695
3,8,Softmax,100,10.0,128,0.0305
3,8,Softmax,100,10.0,256,0.9695
3,8,Softmax,100,10.0,512,0.9695
3,8,Softmax,100,1.0,16,0.996
3,8,Softmax,100,1.0,32,0.999
3,8,Softmax,100,1.0,64,0.9695
3,8,Softmax,100,1.0,128,0.999
3,8,Softmax,100,1.0,256,0.999
3,8,Softmax,100,1.0,512,0.996
3,8,Softmax,100,0.1,16,0.999
3,8,Softmax,100,0.1,32,0.9985
3,8,Softmax,100,0.1,64,0.999
3,8,Softmax,100,0.1,128,0.999
3,8,Softmax,100,0.1,256,0.999
3,8,Softmax,100,0.1,512,0.999
3,8,Softmax,100,0.01,16,0.9695
3,8,Softmax,100,0.01,32,0.9695
3,8,Softmax,100,0.01,64,0.9695
3,8,Softmax,100,0.01,128,0.9695
3,8,Softmax,100,0.01,256,0.9695
3,8,Softmax,100,0.01,512,0.9695
3,8,Softmax,100,0.001,16,0.9695
3,8,Softmax,100,0.001,32,0.9695
3,8,Softmax,100,0.001,64,0.9695
3,8,Softmax,100,0.001,128,0.9695
3,8,Softmax,100,0.001,256,0.9695
3,8,Softmax,100,0.001,512,0.9695
3,8,Softmax,100,0.0001,16,0.0305
3,8,Softmax,100,0.0001,32,0.0305
3,8,Softmax,100,0.0001,64,0.0305
3,8,Softmax,100,0.0001,128,0.0305
3,8,Softmax,100,0.0001,256,0.9695
3,8,Softmax,100,0.0001,512,0.0305
3,8,Softmax,250,10.0,16,0.9885
3,8,Softmax,250,10.0,32,0.9695
3,8,Softmax,250,10.0,64,0.0305
3,8,Softmax,250,10.0,128,0.9835
3,8,Softmax,250,10.0,256,0.9695
3,8,Softmax,250,10.0,512,0.9695
3,8,Softmax,250,1.0,16,0.999
3,8,Softmax,250,1.0,32,0.996
3,8,Softmax,250,1.0,64,0.999
3,8,Softmax,250,1.0,128,0.9695
3,8,Softmax,250,1.0,256,0.999
3,8,Softmax,250,1.0,512,0.999
3,8,Softmax,250,0.1,16,0.999
3,8,Softmax,250,0.1,32,0.9985
3,8,Softmax,250,0.1,64,0.999
3,8,Softmax,250,0.1,128,0.9985
3,8,Softmax,250,0.1,256,0.9985
3,8,Softmax,250,0.1,512,0.9985
3,8,Softmax,250,0.01,16,0.999
3,8,Softmax,250,0.01,32,0.9985
3,8,Softmax,250,0.01,64,0.999
3,8,Softmax,250,0.01,128,0.999
3,8,Softmax,250,0.01,256,0.999
3,8,Softmax,250,0.01,512,0.999
3,8,Softmax,250,0.001,16,0.9695
3,8,Softmax,250,0.001,32,0.9695
3,8,Softmax,250,0.001,64,0.9695
3,8,Softmax,250,0.001,128,0.9695
3,8,Softmax,250,0.001,256,0.9695
3,8,Softmax,250,0.001,512,0.9695
3,8,Softmax,250,0.0001,16,0.9695
3,8,Softmax,250,0.0001,32,0.03
3,8,Softmax,250,0.0001,64,0.0305
3,8,Softmax,250,0.0001,128,0.9695
3,8,Softmax,250,0.0001,256,0.9695
3,8,Softmax,250,0.0001,512,0.0305
3,8,ReLU,1,10.0,16,0.6525
3,8,ReLU,1,10.0,32,0.9695
3,8,ReLU,1,10.0,64,0.5215
3,8,ReLU,1,10.0,128,0.9695
3,8,ReLU,1,10.0,256,0.9695
3,8,ReLU,1,10.0,512,0.741
3,8,ReLU,1,1.0,16,0.9695
3,8,ReLU,1,1.0,32,0.9695
3,8,ReLU,1,1.0,64,0.9695
3,8,ReLU,1,1.0,128,0.9695
3,8,ReLU,1,1.0,256,0.9695
3,8,ReLU,1,1.0,512,0.9695
3,8,ReLU,1,0.1,16,0.9695
3,8,ReLU,1,0.1,32,0.9695
3,8,ReLU,1,0.1,64,0.9695
3,8,ReLU,1,0.1,128,0.9695
3,8,ReLU,1,0.1,256,0.9695
3,8,ReLU,1,0.1,512,0.9695
3,8,ReLU,1,0.01,16,0.9665
3,8,ReLU,1,0.01,32,0.971
3,8,ReLU,1,0.01,64,0.9695
3,8,ReLU,1,0.01,128,0.76
3,8,ReLU,1,0.01,256,0.9695
3,8,ReLU,1,0.01,512,0.9695
3,8,ReLU,1,0.001,16,0.9695
3,8,ReLU,1,0.001,32,0.0555
3,8,ReLU,1,0.001,64,0.033
3,8,ReLU,1,0.001,128,0.0305
3,8,ReLU,1,0.001,256,0.9695
3,8,ReLU,1,0.001,512,0.0255
3,8,ReLU,1,0.0001,16,0.175
3,8,ReLU,1,0.0001,32,0.0305
3,8,ReLU,1,0.0001,64,0.032
3,8,ReLU,1,0.0001,128,0.9695
3,8,ReLU,1,0.0001,256,0.0305
3,8,ReLU,1,0.0001,512,0.9695
3,8,ReLU,10,10.0,16,0.0305
3,8,ReLU,10,10.0,32,0.0305
3,8,ReLU,10,10.0,64,0.0305
3,8,ReLU,10,10.0,128,0.96
3,8,ReLU,10,10.0,256,0.9695
3,8,ReLU,10,10.0,512,0.9695
3,8,ReLU,10,1.0,16,0.9695
3,8,ReLU,10,1.0,32,0.9695
3,8,ReLU,10,1.0,64,0.999
3,8,ReLU,10,1.0,128,0.9695
3,8,ReLU,10,1.0,256,0.9695
3,8,ReLU,10,1.0,512,0.9985
3,8,ReLU,10,0.1,16,0.9915
3,8,ReLU,10,0.1,32,0.998
3,8,ReLU,10,0.1,64,0.9955
3,8,ReLU,10,0.1,128,0.999
3,8,ReLU,10,0.1,256,0.999
3,8,ReLU,10,0.1,512,0.999
3,8,ReLU,10,0.01,16,0.9765
3,8,ReLU,10,0.01,32,0.9695
3,8,ReLU,10,0.01,64,0.9695
3,8,ReLU,10,0.01,128,0.9695
3,8,ReLU,10,0.01,256,0.9695
3,8,ReLU,10,0.01,512,0.9835
3,8,ReLU,10,0.001,16,0.98
3,8,ReLU,10,0.001,32,0.0305
3,8,ReLU,10,0.001,64,0.9695
3,8,ReLU,10,0.001,128,0.97
3,8,ReLU,10,0.001,256,0.9695
3,8,ReLU,10,0.001,512,0.9695
3,8,ReLU,10,0.0001,16,0.0205
3,8,ReLU,10,0.0001,32,0.0305
3,8,ReLU,10,0.0001,64,0.0305
3,8,ReLU,10,0.0001,128,0.0305
3,8,ReLU,10,0.0001,256,0.0305
3,8,ReLU,10,0.0001,512,0.1755
3,8,ReLU,25,10.0,16,0.9695
3,8,ReLU,25,10.0,32,0.9915
3,8,ReLU,25,10.0,64,0.0305
3,8,ReLU,25,10.0,128,0.9695
3,8,ReLU,25,10.0,256,0.9695
3,8,ReLU,25,10.0,512,0.9695
3,8,ReLU,25,1.0,16,0.9695
3,8,ReLU,25,1.0,32,0.9695
3,8,ReLU,25,1.0,64,0.9695
3,8,ReLU,25,1.0,128,0.9695
3,8,ReLU,25,1.0,256,0.9695
3,8,ReLU,25,1.0,512,0.989
3,8,ReLU,25,0.1,16,0.9985
3,8,ReLU,25,0.1,32,0.996
3,8,ReLU,25,0.1,64,0.999
3,8,ReLU,25,0.1,128,0.996
3,8,ReLU,25,0.1,256,0.999
3,8,ReLU,25,0.1,512,0.999
3,8,ReLU,25,0.01,16,0.9695
3,8,ReLU,25,0.01,32,0.977
3,8,ReLU,25,0.01,64,0.999
3,8,ReLU,25,0.01,128,0.992
3,8,ReLU,25,0.01,256,0.9845
3,8,ReLU,25,0.01,512,0.9695
3,8,ReLU,25,0.001,16,0.9695
3,8,ReLU,25,0.001,32,0.9705
3,8,ReLU,25,0.001,64,0.9705
3,8,ReLU,25,0.001,128,0.9695
3,8,ReLU,25,0.001,256,0.9695
3,8,ReLU,25,0.001,512,0.0305
3,8,ReLU,25,0.0001,16,0.99
3,8,ReLU,25,0.0001,32,0.6195
3,8,ReLU,25,0.0001,64,0.9455
3,8,ReLU,25,0.0001,128,0.0305
3,8,ReLU,25,0.0001,256,0.9695
3,8,ReLU,25,0.0001,512,0.0295
3,8,ReLU,50,10.0,16,0.9695
3,8,ReLU,50,10.0,32,0.9695
3,8,ReLU,50,10.0,64,0.9695
3,8,ReLU,50,10.0,128,0.9695
3,8,ReLU,50,10.0,256,0.9695
3,8,ReLU,50,10.0,512,0.9695
3,8,ReLU,50,1.0,16,0.9695
3,8,ReLU,50,1.0,32,0.9695
3,8,ReLU,50,1.0,64,0.9695
3,8,ReLU,50,1.0,128,0.9695
3,8,ReLU,50,1.0,256,0.9695
3,8,ReLU,50,1.0,512,0.9695
3,8,ReLU,50,0.1,16,0.999
3,8,ReLU,50,0.1,32,0.999
3,8,ReLU,50,0.1,64,0.999
3,8,ReLU,50,0.1,128,0.999
3,8,ReLU,50,0.1,256,0.999
3,8,ReLU,50,0.1,512,0.999
3,8,ReLU,50,0.01,16,0.999
3,8,ReLU,50,0.01,32,0.999
3,8,ReLU,50,0.01,64,0.9695
3,8,ReLU,50,0.01,128,0.9775
3,8,ReLU,50,0.01,256,0.999
3,8,ReLU,50,0.01,512,0.999
3,8,ReLU,50,0.001,16,0.9705
3,8,ReLU,50,0.001,32,0.9695
3,8,ReLU,50,0.001,64,0.974
3,8,ReLU,50,0.001,128,0.9695
3,8,ReLU,50,0.001,256,0.9695
3,8,ReLU,50,0.001,512,0.9715
3,8,ReLU,50,0.0001,16,0.9725
3,8,ReLU,50,0.0001,32,0.9665
3,8,ReLU,50,0.0001,64,0.9695
3,8,ReLU,50,0.0001,128,0.593
3,8,ReLU,50,0.0001,256,0.9695
3,8,ReLU,50,0.0001,512,0.993
3,8,ReLU,100,10.0,16,0.9695
3,8,ReLU,100,10.0,32,0.9695
3,8,ReLU,100,10.0,64,0.9695
3,8,ReLU,100,10.0,128,0.9695
3,8,ReLU,100,10.0,256,0.9695
3,8,ReLU,100,10.0,512,0.9695
3,8,ReLU,100,1.0,16,0.9695
3,8,ReLU,100,1.0,32,0.9695
3,8,ReLU,100,1.0,64,0.9695
3,8,ReLU,100,1.0,128,0.9695
3,8,ReLU,100,1.0,256,0.9695
3,8,ReLU,100,1.0,512,0.999
3,8,ReLU,100,0.1,16,0.999
3,8,ReLU,100,0.1,32,0.999
3,8,ReLU,100,0.1,64,0.999
3,8,ReLU,100,0.1,128,0.999
3,8,ReLU,100,0.1,256,0.999
3,8,ReLU,100,0.1,512,0.999
3,8,ReLU,100,0.01,16,0.999
3,8,ReLU,100,0.01,32,0.999
3,8,ReLU,100,0.01,64,0.999
3,8,ReLU,100,0.01,128,0.999
3,8,ReLU,100,0.01,256,0.999
3,8,ReLU,100,0.01,512,0.999
3,8,ReLU,100,0.001,16,0.9965
3,8,ReLU,100,0.001,32,0.9705
3,8,ReLU,100,0.001,64,0.9955
3,8,ReLU,100,0.001,128,0.9695
3,8,ReLU,100,0.001,256,0.9695
3,8,ReLU,100,0.001,512,0.9705
3,8,ReLU,100,0.0001,16,0.0305
3,8,ReLU,100,0.0001,32,0.1865
3,8,ReLU,100,0.0001,64,0.321
3,8,ReLU,100,0.0001,128,0.9695
3,8,ReLU,100,0.0001,256,0.975
3,8,ReLU,100,0.0001,512,0.023
3,8,ReLU,250,10.0,16,0.9695
3,8,ReLU,250,10.0,32,0.9695
3,8,ReLU,250,10.0,64,0.9695
3,8,ReLU,250,10.0,128,0.9695
3,8,ReLU,250,10.0,256,0.9695
3,8,ReLU,250,10.0,512,0.9695
3,8,ReLU,250,1.0,16,0.9695
3,8,ReLU,250,1.0,32,0.9695
3,8,ReLU,250,1.0,64,0.999
3,8,ReLU,250,1.0,128,0.9695
3,8,ReLU,250,1.0,256,0.9695
3,8,ReLU,250,1.0,512,0.9695
3,8,ReLU,250,0.1,16,0.999
3,8,ReLU,250,0.1,32,0.999
3,8,ReLU,250,0.1,64,0.999
3,8,ReLU,250,0.1,128,0.999
3,8,ReLU,250,0.1,256,0.9985
3,8,ReLU,250,0.1,512,0.999
3,8,ReLU,250,0.01,16,0.999
3,8,ReLU,250,0.01,32,0.999
3,8,ReLU,250,0.01,64,0.999
3,8,ReLU,250,0.01,128,0.999
3,8,ReLU,250,0.01,256,0.999
3,8,ReLU,250,0.01,512,0.999
3,8,ReLU,250,0.001,16,0.9695
3,8,ReLU,250,0.001,32,0.97
3,8,ReLU,250,0.001,64,0.9695
3,8,ReLU,250,0.001,128,0.99
3,8,ReLU,250,0.001,256,0.999
3,8,ReLU,250,0.001,512,0.999
3,8,ReLU,250,0.0001,16,0.978
3,8,ReLU,250,0.0001,32,0.934
3,8,ReLU,250,0.0001,64,0.041
3,8,ReLU,250,0.0001,128,0.9695
3,8,ReLU,250,0.0001,256,0.9695
3,8,ReLU,250,0.0001,512,0.9695
3,8,Tanh,1,10.0,16,0.867
3,8,Tanh,1,10.0,32,0.5945
3,8,Tanh,1,10.0,64,0.96
3,8,Tanh,1,10.0,128,0.6425
3,8,Tanh,1,10.0,256,0.764
3,8,Tanh,1,10.0,512,0.4995
3,8,Tanh,1,1.0,16,0.724
3,8,Tanh,1,1.0,32,0.9695
3,8,Tanh,1,1.0,64,0.9695
3,8,Tanh,1,1.0,128,0.4885
3,8,Tanh,1,1.0,256,0.9695
3,8,Tanh,1,1.0,512,0.797
3,8,Tanh,1,0.1,16,0.9695
3,8,Tanh,1,0.1,32,0.9695
3,8,Tanh,1,0.1,64,0.9695
3,8,Tanh,1,0.1,128,0.7145
3,8,Tanh,1,0.1,256,0.9695
3,8,Tanh,1,0.1,512,0.9695
3,8,Tanh,1,0.01,16,0.942
3,8,Tanh,1,0.01,32,0.0305
3,8,Tanh,1,0.01,64,0.791
3,8,Tanh,1,0.01,128,0.9485
3,8,Tanh,1,0.01,256,0.248
3,8,Tanh,1,0.01,512,0.959
3,8,Tanh,1,0.001,16,0.978
3,8,Tanh,1,0.001,32,0.9695
3,8,Tanh,1,0.001,64,0.0305
3,8,Tanh,1,0.001,128,0.0285
3,8,Tanh,1,0.001,256,0.9715
3,8,Tanh,1,0.001,512,0.0685
3,8,Tanh,1,0.0001,16,0.024
3,8,Tanh,1,0.0001,32,0.074
3,8,Tanh,1,0.0001,64,0.0305
3,8,Tanh,1,0.0001,128,0.03
3,8,Tanh,1,0.0001,256,0.6995
3,8,Tanh,1,0.0001,512,0.9695
3,8,Tanh,10,10.0,16,0.9565
3,8,Tanh,10,10.0,32,0.967
3,8,Tanh,10,10.0,64,0.989
3,8,Tanh,10,10.0,128,0.989
3,8,Tanh,10,10.0,256,0.9885
3,8,Tanh,10,10.0,512,0.9705
3,8,Tanh,10,1.0,16,0.9925
3,8,Tanh,10,1.0,32,0.992
3,8,Tanh,10,1.0,64,0.9945
3,8,Tanh,10,1.0,128,0.996
3,8,Tanh,10,1.0,256,0.9435
3,8,Tanh,10,1.0,512,0.996
3,8,Tanh,10,0.1,16,0.999
3,8,Tanh,10,0.1,32,0.999
3,8,Tanh,10,0.1,64,0.999
3,8,Tanh,10,0.1,128,0.999
3,8,Tanh,10,0.1,256,0.996
3,8,Tanh,10,0.1,512,0.996
3,8,Tanh,10,0.01,16,0.9695
3,8,Tanh,10,0.01,32,0.9695
3,8,Tanh,10,0.01,64,0.978
3,8,Tanh,10,0.01,128,0.9815
3,8,Tanh,10,0.01,256,0.9695
3,8,Tanh,10,0.01,512,0.97
3,8,Tanh,10,0.001,16,0.9695
3,8,Tanh,10,0.001,32,0.9695
3,8,Tanh,10,0.001,64,0.9695
3,8,Tanh,10,0.001,128,0.9695
3,8,Tanh,10,0.001,256,0.0305
3,8,Tanh,10,0.001,512,0.0305
3,8,Tanh,10,0.0001,16,0.9695
3,8,Tanh,10,0.0001,32,0.032
3,8,Tanh,10,0.0001,64,0.292
3,8,Tanh,10,0.0001,128,0.707
3,8,Tanh,10,0.0001,256,0.6185
3,8,Tanh,10,0.0001,512,0.8965
3,8,Tanh,25,10.0,16,0.9945
3,8,Tanh,25,10.0,32,0.996
3,8,Tanh,25,10.0,64,0.9695
3,8,Tanh,25,10.0,128,0.991
3,8,Tanh,25,10.0,256,0.976
3,8,Tanh,25,10.0,512,0.9805
3,8,Tanh,25,1.0,16,0.995
3,8,Tanh,25,1.0,32,0.9695
3,8,Tanh,25,1.0,64,0.9695
3,8,Tanh,25,1.0,128,0.9965
3,8,Tanh,25,1.0,256,0.998
3,8,Tanh,25,1.0,512,0.996
3,8,Tanh,25,0.1,16,0.999
3,8,Tanh,25,0.1,32,0.999
3,8,Tanh,25,0.1,64,0.999
3,8,Tanh,25,0.1,128,0.999
3,8,Tanh,25,0.1,256,0.999
3,8,Tanh,25,0.1,512,0.999
3,8,Tanh,25,0.01,16,0.999
3,8,Tanh,25,0.01,32,0.999
3,8,Tanh,25,0.01,64,0.996
3,8,Tanh,25,0.01,128,0.996
3,8,Tanh,25,0.01,256,0.996
3,8,Tanh,25,0.01,512,0.999
3,8,Tanh,25,0.001,16,0.9715
3,8,Tanh,25,0.001,32,0.9725
3,8,Tanh,25,0.001,64,0.0305
3,8,Tanh,25,0.001,128,0.9785
3,8,Tanh,25,0.001,256,0.9695
3,8,Tanh,25,0.001,512,0.9695
3,8,Tanh,25,0.0001,16,0.058
3,8,Tanh,25,0.0001,32,0.9695
3,8,Tanh,25,0.0001,64,0.2455
3,8,Tanh,25,0.0001,128,0.941
3,8,Tanh,25,0.0001,256,0.9745
3,8,Tanh,25,0.0001,512,0.974
3,8,Tanh,50,10.0,16,0.9955
3,8,Tanh,50,10.0,32,0.996
3,8,Tanh,50,10.0,64,0.991
3,8,Tanh,50,10.0,128,0.994
3,8,Tanh,50,10.0,256,0.994
3,8,Tanh,50,10.0,512,0.995
3,8,Tanh,50,1.0,16,0.998
3,8,Tanh,50,1.0,32,0.9985
3,8,Tanh,50,1.0,64,0.9925
3,8,Tanh,50,1.0,128,0.9945
3,8,Tanh,50,1.0,256,0.996
3,8,Tanh,50,1.0,512,0.9955
3,8,Tanh,50,0.1,16,0.999
3,8,Tanh,50,0.1,32,0.999
3,8,Tanh,50,0.1,64,0.999
3,8,Tanh,50,0.1,128,0.999
3,8,Tanh,50,0.1,256,0.999
3,8,Tanh,50,0.1,512,0.999
3,8,Tanh,50,0.01,16,0.999
3,8,Tanh,50,0.01,32,0.999
3,8,Tanh,50,0.01,64,0.999
3,8,Tanh,50,0.01,128,0.999
3,8,Tanh,50,0.01,256,0.999
3,8,Tanh,50,0.01,512,0.999
3,8,Tanh,50,0.001,16,0.9695
3,8,Tanh,50,0.001,32,0.9695
3,8,Tanh,50,0.001,64,0.985
3,8,Tanh,50,0.001,128,0.9785
3,8,Tanh,50,0.001,256,0.277
3,8,Tanh,50,0.001,512,0.979
3,8,Tanh,50,0.0001,16,0.921
3,8,Tanh,50,0.0001,32,0.95
3,8,Tanh,50,0.0001,64,0.1205
3,8,Tanh,50,0.0001,128,0.0305
3,8,Tanh,50,0.0001,256,0.8305
3,8,Tanh,50,0.0001,512,0.755
3,8,Tanh,100,10.0,16,0.991
3,8,Tanh,100,10.0,32,0.994
3,8,Tanh,100,10.0,64,0.993
3,8,Tanh,100,10.0,128,0.928
3,8,Tanh,100,10.0,256,0.9845
3,8,Tanh,100,10.0,512,0.9955
3,8,Tanh,100,1.0,16,0.996
3,8,Tanh,100,1.0,32,0.996
3,8,Tanh,100,1.0,64,0.999
3,8,Tanh,100,1.0,128,0.9925
3,8,Tanh,100,1.0,256,0.998
3,8,Tanh,100,1.0,512,0.999
3,8,Tanh,100,0.1,16,0.999
3,8,Tanh,100,0.1,32,0.999
3,8,Tanh,100,0.1,64,0.9985
3,8,Tanh,100,0.1,128,0.999
3,8,Tanh,100,0.1,256,0.999
3,8,Tanh,100,0.1,512,0.999
3,8,Tanh,100,0.01,16,0.999
3,8,Tanh,100,0.01,32,0.999
3,8,Tanh,100,0.01,64,0.999
3,8,Tanh,100,0.01,128,0.999
3,8,Tanh,100,0.01,256,0.999
3,8,Tanh,100,0.01,512,0.999
3,8,Tanh,100,0.001,16,0.973
3,8,Tanh,100,0.001,32,0.99
3,8,Tanh,100,0.001,64,0.999
3,8,Tanh,100,0.001,128,0.97
3,8,Tanh,100,0.001,256,0.975
3,8,Tanh,100,0.001,512,0.9795
3,8,Tanh,100,0.0001,16,0.9695
3,8,Tanh,100,0.0001,32,0.9665
3,8,Tanh,100,0.0001,64,0.9695
3,8,Tanh,100,0.0001,128,0.963
3,8,Tanh,100,0.0001,256,0.0305
3,8,Tanh,100,0.0001,512,0.7145
3,8,Tanh,250,10.0,16,0.929
3,8,Tanh,250,10.0,32,0.9715
3,8,Tanh,250,10.0,64,0.996
3,8,Tanh,250,10.0,128,0.9835
3,8,Tanh,250,10.0,256,0.996
3,8,Tanh,250,10.0,512,0.9925
3,8,Tanh,250,1.0,16,0.999
3,8,Tanh,250,1.0,32,0.996
3,8,Tanh,250,1.0,64,0.999
3,8,Tanh,250,1.0,128,0.9985
3,8,Tanh,250,1.0,256,0.9985
3,8,Tanh,250,1.0,512,0.997
3,8,Tanh,250,0.1,16,0.9985
3,8,Tanh,250,0.1,32,0.998
3,8,Tanh,250,0.1,64,0.999
3,8,Tanh,250,0.1,128,0.999
3,8,Tanh,250,0.1,256,0.999
3,8,Tanh,250,0.1,512,0.9985
3,8,Tanh,250,0.01,16,0.999
3,8,Tanh,250,0.01,32,0.999
3,8,Tanh,250,0.01,64,0.999
3,8,Tanh,250,0.01,128,0.999
3,8,Tanh,250,0.01,256,0.999
3,8,Tanh,250,0.01,512,0.999
3,8,Tanh,250,0.001,16,0.999
3,8,Tanh,250,0.001,32,0.999
3,8,Tanh,250,0.001,64,0.996
3,8,Tanh,250,0.001,128,0.999
3,8,Tanh,250,0.001,256,0.999
3,8,Tanh,250,0.001,512,0.996
3,8,Tanh,250,0.0001,16,0.17
3,8,Tanh,250,0.0001,32,0.9705
3,8,Tanh,250,0.0001,64,0.9695
3,8,Tanh,250,0.0001,128,0.9775
3,8,Tanh,250,0.0001,256,0.97
3,8,Tanh,250,0.0001,512,0.9695
3,16,Sigmoid,1,10.0,16,0.0305
3,16,Sigmoid,1,10.0,32,0.0305
3,16,Sigmoid,1,10.0,64,0.9695
3,16,Sigmoid,1,10.0,128,0.9695
3,16,Sigmoid,1,10.0,256,0.0305
3,16,Sigmoid,1,10.0,512,0.9695
3,16,Sigmoid,1,1.0,16,0.9695
3,16,Sigmoid,1,1.0,32,0.9695
3,16,Sigmoid,1,1.0,64,0.9695
3,16,Sigmoid,1,1.0,128,0.9695
3,16,Sigmoid,1,1.0,256,0.9695
3,16,Sigmoid,1,1.0,512,0.9695
3,16,Sigmoid,1,0.1,16,0.9695
3,16,Sigmoid,1,0.1,32,0.9695
3,16,Sigmoid,1,0.1,64,0.9695
3,16,Sigmoid,1,0.1,128,0.9695
3,16,Sigmoid,1,0.1,256,0.9695
3,16,Sigmoid,1,0.1,512,0.9695
